151603712,314,5
87445402,314,5
211925330,314,5
115396529,314,3
4834220,314,3
65958466,314,5
91800733,314,5
43913966,314,5
64787956,314,5
68316900,314,5
48028873,314,5
131940023,314,5
89732768,314,5
115037563,314,2
13565651,314,5
65420540,314,2
101690993,314,5
53898495,314,3
77830706,314,1
76420334,314,5
45974860,314,5
39082468,314,5
24469287,314,5
39622853,314,5
111754806,314,5
99077905,314,5
9128105,314,4
12259303,314,5
77124916,314,5
2259650,314,5
59115473,314,5
233424343,314,5
71390526,314,5
234190577,314,5
98624963,314,5
183337134,314,5
110906645,314,2
298950,314,5
62878249,314,5
50801801,314,1
173940259,314,5
212570211,314,1
100351493,314,5
73518199,314,5
100311267,314,2
301299641,314,2
46637811,314,5
171067153,314,5
170460109,314,5
60859324,314,5
33282871,314,2
49893565,314,5
27262175,314,1
66464409,314,5
43684632,314,5
94269421,314,2
167302978,314,2
86055705,314,5
66255019,314,5
39037163,314,5
108007732,314,5
70408902,314,3
191126693,314,5
30699429,314,4
24721232,314,5
51085779,314,5
49462664,314,5
96588736,314,5
86469479,314,4
15196746,314,5
58435428,314,5
43446880,314,5
34919318,314,2
99264709,314,5
88035166,314,5
11161178,314,5
73305545,314,1
23225650,314,2
80363319,314,5
108750879,314,5
57603447,314,5
27403206,314,4
71527252,314,5
149143479,314,5
124059151,314,5
62481936,314,5
58530556,314,5
30246419,314,5
80550861,314,5
167167647,314,5
88525821,314,4
301613541,314,1
127335438,314,5
185258131,314,5
190191843,314,4
58761868,314,5
17530772,314,5
156565178,314,5
213720494,314,5
11940338,314,5
83135348,314,5
185079540,314,5
118852041,314,2
16084897,314,5
20704366,314,5
48798067,314,5
36557643,314,5
19696244,314,5
115167911,314,5
199013605,314,1
238169854,314,5
124725852,314,5
10599862,314,5
122956129,314,5
251635136,314,5
167815968,314,5
129117376,314,5
31187179,314,2
294585971,314,5
40212239,314,5
55755821,314,2
8776918,314,5
48626533,314,2
13190476,314,5
137610845,314,5
12144171,314,1
65145468,314,5
40084096,314,5
236496373,314,5
188471612,314,1
10253354,314,5
95037089,314,5
32126281,314,5
109598076,314,3
44545959,314,5
14465359,314,5
67579257,314,4
161816812,314,4
44314169,314,2
59925638,314,5
122094388,314,2
38317154,314,5
138482130,314,5
298178235,314,5
105503045,314,2
92436417,314,5
58289184,314,5
135147743,314,2
166880158,314,5
31669242,314,5
45353031,314,3
6144819,314,5
133378280,314,5
47457723,314,1
108264287,314,5
36404933,314,5
47384303,314,4
92276000,314,2
42657809,314,5
154230723,314,2
161896440,314,1
151603712,203,2
53875128,203,5
11373749,203,5
54103616,203,3
64350600,203,2
151229648,203,1
63276972,203,1
148510973,203,1
9823354,203,1
107886872,203,5
19586574,203,2
215540943,203,2
42928788,203,2
42061089,203,4
86338111,203,5
74232403,203,1
112994491,203,1
92914917,203,3
72842694,203,1
20200395,203,3
32498610,203,4
85714521,203,3
49767455,203,5
61676491,203,2
122803519,203,3
34177747,203,5
49350285,203,5
31727716,203,5
117129725,203,1
242242432,203,2
91800733,203,2
106760673,203,5
1950243,203,5
142183287,203,2
43913966,203,5
121280370,203,1
120725727,203,5
151397156,203,4
87071236,203,1
62317148,203,4
44482198,203,5
138570935,203,1
79411077,203,5
167202599,203,5
167106826,203,2
52907921,203,2
12610800,203,1
83420834,203,3
87832209,203,3
57798235,203,2
90541290,203,5
159777976,203,2
48028873,203,2
57433226,203,2
93413084,203,2
24366790,203,2
174415183,203,2
193156880,203,2
62545742,203,2
115037563,203,2
77279068,203,3
159946174,203,5
80164199,203,1
131032344,203,5
106147454,203,5
26430231,203,1
28064589,203,1
93644606,203,3
234108053,203,1
176539817,203,1
118792304,203,4
37827989,203,4
87734805,203,2
13565651,203,2
134967717,203,4
35729292,203,5
82020006,203,5
35009482,203,5
194670621,203,5
81585721,203,2
69009454,203,2
67492611,203,1
201737586,203,2
43360645,203,5
30425578,203,2
211544205,203,1
14417857,203,5
182422786,203,1
98649241,203,1
31733654,203,5
39622853,203,5
106806146,203,2
82046939,203,5
145927933,203,5
65872385,203,5
240405101,203,2
146427029,203,5
99077905,203,2
191477470,203,5
88344296,203,5
131785763,203,5
95695156,203,1
152585209,203,1
145825155,203,2
66052983,203,5
11207650,203,1
87341384,203,5
81556495,203,2
121900241,203,5
2259650,203,5
60296891,203,5
200913780,203,1
109669093,203,5
9180659,203,2
33214968,203,5
159677499,203,5
71390526,203,5
111130695,203,5
227490126,203,1
150282867,203,1
1612666,203,2
37435998,203,2
83168693,203,1
110906645,203,3
206014489,203,1
30440303,203,2
298950,203,3
55319994,203,5
62878249,203,5
153097805,203,5
115404202,203,5
171383863,203,5
64060101,203,5
36546868,203,5
170382539,203,5
102927775,203,5
72989129,203,2
152959594,203,2
69856757,203,5
195105284,203,5
121577821,203,3
28711405,203,5
46637811,203,2
171067153,203,2
116283279,203,5
149331941,203,5
116494569,203,2
3527485,203,2
37490443,203,2
61099969,203,2
160042745,203,4
118541865,203,4
297650024,203,2
26465134,203,5
179936723,203,1
148467772,203,2
67694595,203,2
106834867,203,5
38049880,203,2
33282871,203,1
49893565,203,5
89523414,203,2
49724738,203,1
213231597,203,2
46301758,203,5
153495323,203,2
103260848,203,5
34582304,203,4
29239329,203,2
135091121,203,2
133459021,203,1
235692659,203,2
159524722,203,1
239413586,203,2
18036199,203,5
33013552,203,2
152497084,203,2
174033209,203,2
122798021,203,1
61289147,203,2
106901665,203,1
33706322,203,1
7163917,203,5
167785065,203,5
148674157,203,4
52435421,203,1
159936874,203,5
145243748,203,2
136891549,203,2
21061921,203,3
160029841,203,1
86055705,203,2
58057627,203,3
119310413,203,1
3449240,203,5
39037163,203,5
55426012,203,5
109207860,203,2
25337857,203,5
180406842,203,3
108007732,203,2
65398650,203,5
144580725,203,5
80128229,203,2
105586920,203,2
151938509,203,1
77507107,203,4
63753977,203,2
159474046,203,1
55906572,203,4
71411882,203,5
11813637,203,1
110875215,203,2
64973908,203,3
209658229,203,5
80189887,203,5
142799594,203,5
54637394,203,5
118695833,203,4
131386705,203,2
4824107,203,5
24721232,203,1
122551425,203,1
44426653,203,2
122444332,203,1
132008856,203,1
45411694,203,3
29983962,203,5
151015947,203,2
127220350,203,2
68809194,203,2
174287424,203,1
158608850,203,5
37723786,203,5
43955374,203,5
110658990,203,1
49462664,203,5
156941467,203,2
161384593,203,3
64368515,203,2
124641717,203,4
186483761,203,2
975449,203,5
33865373,203,2
33580866,203,5
93189271,203,1
58953935,203,5
96588736,203,2
124437057,203,1
86469479,203,5
17995238,203,5
53091150,203,5
76296787,203,5
66650717,203,5
104870123,203,2
157530604,203,1
127992087,203,1
123338258,203,2
62811725,203,3
201757829,203,2
58435428,203,1
119619506,203,5
91859894,203,4
8585433,203,2
59099129,203,3
48449055,203,2
253961136,203,1
17017968,203,5
50600002,203,5
20366600,203,2
34919318,203,5
47384202,203,2
170485590,203,5
76787637,203,2
133997970,203,4
99264709,203,5
44472980,203,2
11161178,203,1
103371488,203,1
22301321,203,2
250284905,203,3
59756932,203,1
6928806,203,1
113752996,203,2
133938767,203,5
156675178,203,1
11794760,203,2
159842342,203,2
209087920,203,3
93275329,203,2
107913460,203,3
128925610,203,1
159595237,203,2
57603447,203,5
172111265,203,1
33622085,203,5
197302530,203,2
59536273,203,2
45957399,203,3
243540632,203,2
156615447,203,1
51557405,203,1
118554131,203,3
39834113,203,5
263993336,203,2
134516625,203,1
130351904,203,1
88525821,203,2
127272741,203,1
35701646,203,5
121497634,203,5
59005471,203,5
159535257,203,5
116912767,203,5
11731710,203,5
184554757,203,2
53258793,203,1
32710856,203,2
9946133,203,1
228919399,203,1
69828237,203,5
156071982,203,5
159428605,203,5
190191843,203,2
110107925,203,5
13556140,203,5
113186568,203,5
93882483,203,5
79073449,203,5
56901667,203,3
45617627,203,2
55761025,203,5
30913209,203,5
71510748,203,2
70075801,203,3
7907686,203,5
27279261,203,3
81160212,203,2
35177894,203,5
2643609,203,1
90272527,203,5
57368001,203,1
73564778,203,5
131610144,203,5
116024605,203,5
109175936,203,3
110104967,203,1
64079170,203,5
159734412,203,1
73513367,203,5
96914675,203,5
97667936,203,2
17530772,203,5
156565178,203,1
213720494,203,2
52731290,203,5
65152385,203,3
29302014,203,2
201978799,203,1
77194239,203,3
93341815,203,2
128207897,203,2
159158411,203,5
141402600,203,2
97614578,203,4
88661387,203,5
168881981,203,2
68719896,203,5
17567828,203,2
88775181,203,2
82352462,203,5
108771556,203,5
9563573,203,2
144412676,203,4
94936385,203,3
54761333,203,1
209238287,203,5
12195913,203,5
45807245,203,1
118852041,203,5
75738431,203,5
159852613,203,5
30572170,203,2
44169472,203,2
90154893,203,2
48798067,203,5
273082868,203,1
82203951,203,3
62990992,203,4
40280688,203,5
159077305,203,2
222050169,203,3
152078939,203,2
74126541,203,1
115487966,203,2
113546110,203,5
10450544,203,5
36557643,203,5
46028967,203,2
64023574,203,5
90711776,203,5
159377740,203,5
200059104,203,4
115996656,203,3
63895034,203,1
159865370,203,3
132748085,203,4
49228258,203,5
90033155,203,2
44755776,203,5
160055758,203,2
121199670,203,1
159371621,203,3
29753085,203,5
119937035,203,4
124725852,203,1
10599862,203,3
64027842,203,5
159812802,203,2
40051659,203,3
230031062,203,1
55672384,203,1
76451157,203,1
56014527,203,5
145512685,203,3
180438232,203,5
71318298,203,4
108160472,203,1
159994178,203,2
216261706,203,5
85497862,203,5
43284145,203,2
46951849,203,5
72978546,203,5
54402999,203,2
159814545,203,1
134224287,203,3
83625754,203,2
554278,203,1
110194091,203,5
95084569,203,3
183838531,203,4
83770731,203,3
82287546,203,2
114727578,203,3
101596530,203,5
108114779,203,4
33659046,203,5
156818121,203,5
59662830,203,1
86433707,203,2
151256632,203,5
31187179,203,5
111163130,203,5
2753525,203,2
61189155,203,5
17414305,203,2
150995572,203,4
27545486,203,5
37829487,203,2
234488787,203,2
67965357,203,2
143198617,203,2
103731895,203,2
273597380,203,2
73721802,203,1
8776918,203,2
561758,203,5
48626533,203,2
143235127,203,1
159484357,203,3
117695149,203,1
89488150,203,4
60611062,203,3
80494893,203,1
50797633,203,5
65533730,203,5
116876958,203,1
243522372,203,2
187463594,203,5
126388107,203,1
262195804,203,5
11970504,203,2
111551727,203,2
102295765,203,5
93259090,203,2
33518079,203,5
65145468,203,1
86481908,203,1
110369840,203,2
132300630,203,1
86041729,203,2
159724167,203,1
58297398,203,2
184694766,203,1
100719181,203,2
10253354,203,5
121865430,203,1
30519870,203,5
170201716,203,5
124776658,203,1
92595907,203,1
43936108,203,2
110843185,203,1
110546460,203,5
69942754,203,5
83090686,203,5
167901416,203,5
11149819,203,5
27169419,203,5
96556535,203,2
159835968,203,2
48175931,203,2
134322141,203,5
205285563,203,2
134213189,203,2
44545959,203,2
141513178,203,2
75240572,203,1
108878910,203,3
159411437,203,5
73481131,203,5
7955670,203,5
283264914,203,2
133268317,203,5
159841516,203,3
248254297,203,5
103411746,203,1
83975567,203,5
14465359,203,2
67579257,203,5
113321644,203,5
70489471,203,5
165216496,203,2
181002117,203,5
126345126,203,2
45030250,203,4
78309377,203,2
161816812,203,1
158974308,203,2
44314169,203,5
253813925,203,2
153148942,203,3
99802512,203,4
50818751,203,5
82156706,203,3
11807754,203,5
239661767,203,1
138725344,203,5
120113754,203,2
54999247,203,5
51822361,203,5
60608576,203,5
26762388,203,2
164761364,203,5
81591317,203,2
148362155,203,5
81678279,203,2
126191291,203,5
96149161,203,2
78053539,203,1
103638409,203,5
107554143,203,2
93108463,203,2
69954842,203,2
87040683,203,2
38317154,203,5
223646498,203,5
107984181,203,2
151998898,203,5
51382080,203,2
31849177,203,2
55352649,203,1
64319625,203,5
69953893,203,5
149840320,203,2
77980915,203,1
200673341,203,2
134641355,203,2
77214425,203,2
58289184,203,5
44370809,203,5
129162036,203,5
82263745,203,3
159398853,203,3
50275189,203,2
75598925,203,5
166136937,203,5
57770056,203,1
24632218,203,5
74772820,203,4
241210827,203,1
132196353,203,4
45292137,203,2
58345543,203,5
155673786,203,2
124443679,203,1
75182781,203,5
125912054,203,1
48386574,203,1
42298912,203,2
168324795,203,2
31669242,203,5
80471276,203,2
154296520,203,2
144188136,203,1
115324976,203,5
35864169,203,2
36978196,203,1
156426681,203,5
131962554,203,1
126595775,203,2
156946266,203,2
49050405,203,5
102454403,203,2
154230933,203,5
29706117,203,1
6144819,203,5
82071844,203,3
47457723,203,5
93300963,203,5
59332369,203,1
138044624,203,2
14702137,203,5
39941720,203,5
40652120,203,2
58330533,203,5
166669789,203,2
86540,203,3
162081645,203,2
159922493,203,2
156039980,203,2
71335402,203,3
94521606,203,2
21406272,203,2
123696203,203,2
181385269,203,3
112763045,203,5
140050187,203,2
164475918,203,3
125682446,203,2
210109243,203,4
36404933,203,2
53097340,203,4
20772968,203,1
80511960,203,5
68240622,203,4
181900480,203,1
48666962,203,5
100818860,203,2
112845094,203,5
156407373,203,2
174507916,203,2
60859695,203,3
159531216,203,2
42657809,203,1
87201181,203,5
116564064,203,2
58794630,203,2
34901647,203,5
90878103,203,5
72417734,203,5
73726855,203,2
135400225,203,1
125424716,203,5
151603712,634,2
86338111,634,5
84455820,634,3
210172601,634,5
171383863,634,2
95325409,634,5
49462664,634,3
120139965,634,1
152078939,634,5
295981434,634,2
167815968,634,2
155919035,634,2
14126086,634,5
210896662,634,2
172518437,634,2
205058166,634,1
167194020,634,5
60859695,634,4
116564064,634,3
151603712,323,2
68224834,323,5
60217594,323,2
64787956,323,1
121360145,323,5
12610800,323,5
131940023,323,2
216025815,323,5
298505728,323,2
7440594,323,2
92393218,323,2
166858869,323,5
53898495,323,2
136135322,323,5
80779496,323,5
11403772,323,2
86912006,323,5
188386352,323,1
65342306,323,1
122026623,323,5
152959594,323,2
73518199,323,2
100311267,323,1
73835640,323,5
46637811,323,2
199637398,323,1
20464587,323,5
26729643,323,5
2083767,323,2
67694595,323,5
49893565,323,5
117402082,323,2
200524998,323,5
21061921,323,5
3449240,323,5
171691017,323,5
55906572,323,2
183998097,323,2
37723786,323,1
49462664,323,3
203765587,323,2
17497581,323,5
126522515,323,1
150182632,323,2
76296787,323,1
15221799,323,1
162512492,323,1
58435428,323,5
70778973,323,2
8585433,323,5
42771635,323,5
216785107,323,5
106980036,323,1
33622085,323,2
244485884,323,3
166639984,323,5
30246419,323,2
86866292,323,5
35701646,323,2
135865220,323,3
121497634,323,5
59005471,323,2
159428605,323,3
60210313,323,2
27279261,323,5
57368001,323,5
129081996,323,5
296979815,323,1
211454678,323,1
29302014,323,5
141118871,323,2
181564172,323,2
9563573,323,3
54761333,323,5
116515230,323,5
76892907,323,5
115487966,323,5
58431944,323,3
61779218,323,5
49228258,323,2
10599862,323,5
157141574,323,5
165755355,323,1
72978546,323,4
83770731,323,3
30061970,323,1
61632730,323,5
103731895,323,2
60611062,323,2
188509200,323,2
126388107,323,2
12144171,323,1
182499490,323,2
58297398,323,2
10218563,323,5
129925351,323,5
169653526,323,2
48175931,323,3
143877335,323,1
259591984,323,5
130470206,323,5
78309377,323,1
81170946,323,1
178605069,323,5
54212914,323,4
281535206,323,2
103638409,323,1
58289184,323,3
94299484,323,1
82263745,323,2
24919113,323,2
